City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,tafuna,-14.3358,-170.72,27.97,83,75,3.09,AS,1713787969
365,yelizovo,53.1873,158.3805,2.67,71,0,2.24,RU,1713787970
366,hegang,47.4,130.3667,13.4,57,95,4.0,CN,1713787972
367,sur,22.5667,59.5289,30.1,57,0,3.2,OM,1713787974
368,kiunga,-6.1219,141.2906,25.16,96,100,0.58,PG,1713787976
369,scottburgh,-30.2867,30.7532,25.06,79,93,2.21,ZA,1713787977
370,sambava,-14.2667,50.1667,28.52,76,79,5.18,MG,1713787979
371,villa de soto,-30.8552,-64.9995,20.22,81,23,0.77,AR,1713787980
372,ust-tsilma,65.441,52.1498,-5.22,75,100,3.13,RU,1713787982
373,nayoro,44.3506,142.4578,2.94,92,96,2.38,JP,1713787984
374,alvorada,-12.48,-49.1247,27.75,62,80,2.98,BR,1713787987
375,zaozersk,69.4005,32.4476,-6.93,76,7,9.68,RU,1713787887
376,nangong,37.3581,115.3744,18.84,75,100,5.06,CN,1713787990
377,jining,35.405,116.5814,21.01,53,98,3.28,CN,1713787992
378,araguaina,-7.1911,-48.2072,26.34,82,98,0.98,BR,1713787993
379,linhares,-19.3911,-40.0722,25.2,68,94,2.23,BR,1713787956
380,myitkyina,25.3833,97.4,29.15,43,96,2.31,MM,1713787997
381,bengkulu,-3.8004,102.2655,27.34,85,95,1.33,ID,1713788000
382,kolokani,13.5728,-8.0339,38.65,12,93,4.1,ML,1713788002
383,bollnas,61.3482,16.3946,3.42,40,97,3.73,SE,1713788003
384,alto barinas,8.5931,-70.2261,25.35,81,100,0.84,VE,1713788005
385,tezu,27.9167,96.1667,27.07,45,86,1.45,IN,1713788007
386,tsaratanana,-16.7833,47.65,33.21,44,5,2.33,MG,1713788009
387,brush,40.2589,-103.6238,9.15,100,0,3.09,US,1713788010
388,mirny,62.5353,113.9611,-0.43,99,100,4.02,RU,1713787729
389,sao jose da coroa grande,-8.8978,-35.1478,28.09,77,93,0.9,BR,1713788015
390,benjamin constant,-4.3831,-70.0311,26.07,94,100,1.54,BR,1713788016
391,muisne,0.6,-80.0333,24.71,88,100,1.65,EC,1713788018
392,el calafate,-50.3408,-72.2768,1.76,72,10,2.42,AR,1713788019
393,ankang,32.68,109.0172,19.55,72,100,1.2,CN,1713788021
394,vadso,70.0744,29.7487,-3.51,58,75,7.72,NO,1713788022
395,lensk,60.7253,114.9278,1.15,100,100,0.55,RU,1713788001
396,mumford,5.2618,-0.759,31.07,64,100,3.98,GH,1713788025
397,palikir - national government center,6.9248,158.1611,27.41,78,100,3.6,FM,1713788026
398,el-tor,28.2364,33.6254,27.48,38,58,3.67,EG,1713788028
399,mejit,10.2753,170.8646,27.41,87,70,8.42,MH,1713788030
400,angostura,25.3667,-108.1833,19.9,55,0,1.39,MX,1713788019
401,north bend,43.4065,-124.2243,6.71,93,0,3.6,US,1713788033
402,salinas,36.6777,-121.6555,12.81,90,0,2.57,US,1713788034
403,sierra grande,-41.606,-65.3557,10.49,75,99,5.84,AR,1713788035
404,harlingen,26.1906,-97.6961,18.27,93,100,4.63,US,1713788037
405,rantauprapat,2.1,99.8333,25.83,94,98,0.53,ID,1713788038
406,kiruna,67.8557,20.2251,-3.49,54,40,4.12,SE,1713787801
407,port alberni,49.2413,-124.8028,7.91,93,15,0.45,CA,1713788042
408,mezhdurechenskiy,59.6,65.9333,2.5,53,80,5.28,RU,1713788044
409,tamanrasset,22.785,5.5228,31.95,10,0,10.29,DZ,1713788046
410,pawni,20.7833,79.6333,39.98,18,22,3.83,IN,1713788047
411,chegdomyn,51.1167,133.0167,7.91,69,99,1.56,RU,1713788049
412,carbondale,37.7273,-89.2168,3.36,94,0,0.0,US,1713788050
413,mandsaur,24.0667,75.0667,35.05,16,1,7.47,IN,1713788053
414,kaihua,23.3687,104.28,22.43,60,83,3.45,CN,1713788054
415,el abiodh sidi cheikh,32.893,0.5484,20.94,19,7,3.79,DZ,1713788055
416,dudinka,69.4058,86.1778,-13.51,88,81,0.89,RU,1713788057
417,la passe,45.5549,-0.8967,13.13,51,15,5.26,FR,1713788058
418,chorbane,35.2858,10.3858,20.66,28,88,8.78,TN,1713788060
419,hancheng,32.5186,112.3522,20.05,67,100,3.02,CN,1713788062
420,nizhneangarsk,55.7833,109.55,-0.55,87,84,0.89,RU,1713788064
421,acarau,-2.8856,-40.12,25.78,90,100,4.1,BR,1713788065
422,klaksvik,62.2266,-6.589,8.51,79,37,1.88,FO,1713788066
423,novyy urgal,51.0736,132.5642,9.63,55,95,3.33,RU,1713788068
424,arvika,59.6553,12.5852,4.34,33,39,2.94,SE,1713788069
425,lahat,-3.8,103.5333,25.41,97,95,0.49,ID,1713787844
426,centenario,-38.8043,-68.14,8.86,76,0,2.57,AR,1713788072
427,muynoq,43.7683,59.0214,25.34,31,17,5.69,UZ,1713788074
428,homosassa springs,28.8036,-82.5759,17.12,84,75,2.06,US,1713788075
429,lodja,-3.4833,23.4333,36.78,34,13,1.57,CD,1713788077
430,paramonga,-10.6667,-77.8333,20.53,89,62,2.17,PE,1713788008
431,mount pearl,47.5166,-52.7813,7.19,94,100,2.57,CA,1713788080
432,santanyi,39.3546,3.1291,10.66,66,100,10.42,ES,1713788081
433,vodnyy,63.5046,53.4095,-3.66,70,96,4.31,RU,1713788082
434,belokany,41.7258,46.4083,26.05,46,1,2.28,AZ,1713788084
435,guixi,28.2886,117.2133,20.91,83,86,0.9,CN,1713788076
436,belyy yar,53.6039,91.3903,8.94,46,0,10.0,RU,1713788087
437,trzebiatow,54.0615,15.2648,5.48,60,100,5.36,PL,1713788089
438,geraldton,-28.7667,114.6,21.23,73,70,10.29,AU,1713788062
439,tweed heads,-28.1817,153.547,19.02,88,40,3.6,AU,1713788093
440,heyuan,23.7333,114.6833,23.48,95,95,1.8,CN,1713788086
441,kirkwood,38.5834,-90.4068,6.48,82,20,2.06,US,1713788096
442,alice springs,-23.7,133.8833,14.75,67,98,1.54,AU,1713788097
443,kirakira,-10.4544,161.9205,27.53,85,84,1.16,SB,1713788099
444,oshakati,-17.7833,15.6833,33.04,14,2,4.76,NA,1713787816
445,baise city,23.8997,106.6133,23.69,94,93,0.92,CN,1713788104
446,argostolion,38.1811,20.489,20.04,49,40,2.06,GR,1713788094
447,benguela,-12.5763,13.4055,30.86,66,81,4.17,AO,1713788108
448,nadi,-17.8,177.4167,28.0,78,40,4.12,FJ,1713788110
449,prey veng,11.4868,105.3253,36.23,31,47,1.36,KH,1713787930
450,general pico,-35.6566,-63.7568,11.47,95,100,4.52,AR,1713788018
451,madalena,41.2162,-8.3345,21.32,43,0,3.49,PT,1713788115
452,sheringham,52.9408,1.2093,10.48,60,100,3.22,GB,1713788116
453,nyurba,63.2842,118.3319,0.26,99,100,1.39,RU,1713788119
454,labrador city,52.9463,-66.9114,-12.05,72,100,4.63,CA,1713788120
455,williams lake,52.1415,-122.1445,0.76,74,20,1.03,CA,1713788122
456,nema,57.5067,50.5011,19.84,53,99,5.11,RU,1713788123
457,port alfred,-33.5906,26.891,17.88,92,50,2.24,ZA,1713787887
458,zverevo,48.0211,40.1228,17.99,32,1,3.18,RU,1713788127
459,caleta de carquin,-11.0925,-77.6267,20.45,89,61,2.48,PE,1713788129
460,santiago de cao,-7.9589,-79.2392,20.07,83,40,2.57,PE,1713788130
461,sola,-13.8833,167.55,28.4,79,94,3.57,VU,1713788132
462,taro,-8.3862,115.28,25.0,97,100,0.24,ID,1713788134
463,san felipe,10.3399,-68.7425,23.88,91,100,1.66,VE,1713788137
464,kostomuksha,64.571,30.5767,-6.65,93,100,4.92,RU,1713787913
465,saldanha,-33.0117,17.9442,23.03,74,100,3.89,ZA,1713788144
466,murzuq,25.9155,13.9184,40.94,4,100,11.54,LY,1713788147
467,boali,4.8005,18.1275,26.54,72,100,2.19,CF,1713788148
468,venev,54.3553,38.2684,8.61,78,100,7.56,RU,1713788010
469,praia da vitoria,38.7333,-27.0667,17.14,82,20,2.81,PT,1713788152
470,kapa'a,22.0752,-159.319,22.18,78,20,7.72,US,1713788154
471,levuka,50.1834,-105.4011,5.9,81,52,10.78,CA,1713788156
472,lys'va,58.1086,57.8053,17.06,33,76,3.32,RU,1713788159
473,mugia,43.1041,-9.2179,21.06,54,5,10.32,ES,1713788161
474,three points,32.0767,-111.3137,21.21,24,0,1.65,US,1713788164
475,rasht,37.2808,49.5832,19.9,64,100,2.06,IR,1713787992
476,melesse,48.2177,-1.695,12.45,58,75,4.63,FR,1713788166
477,isangel,-19.55,169.2667,26.3,89,99,3.68,VU,1713788168
478,zunheboto,25.9667,94.5167,19.67,71,92,0.55,IN,1713788169
479,cadale,2.7603,46.3222,30.54,61,59,5.58,SO,1713788175
480,centralia,46.7162,-122.9543,5.8,97,100,0.0,US,1713788169
481,mossel bay,-34.1831,22.146,20.96,72,0,4.71,ZA,1713788122
482,redencao,-4.2258,-38.7306,25.13,95,100,0.8,BR,1713788180
483,strelka,58.0728,93.0344,1.08,96,100,5.94,RU,1713788181
484,qamdo,31.1667,97.2333,5.63,36,76,1.45,CN,1713788183
485,mazagao,-0.115,-51.2894,29.03,98,100,1.05,BR,1713788185
486,al hawatah,13.4167,34.6333,41.57,5,35,5.86,SD,1713788186
487,dalandzadgad,43.5708,104.425,7.39,28,3,7.51,MN,1713788188
488,simcoe,42.8334,-80.2997,2.8,74,4,3.48,CA,1713788189
489,wanning,18.8003,110.3967,26.6,84,6,3.83,CN,1713787955
490,longonjo,-12.9067,15.2533,28.01,34,37,2.77,AO,1713788193
491,amursk,50.2261,136.8994,8.32,65,89,5.04,RU,1713788197
492,kuju,23.7167,85.5,31.41,43,100,10.23,IN,1713788199
493,boden,65.8252,21.6886,-2.0,82,99,1.93,SE,1713788200
494,mata-utu,-13.2816,-176.1745,29.38,77,82,3.43,WF,1713787917
495,raja,8.4596,25.678,41.37,16,23,3.69,SS,1713787797
496,baymak,52.5933,58.3225,22.09,32,33,5.08,RU,1713788206
497,mooloolaba,-26.6833,153.1167,21.7,89,67,0.89,AU,1713788208
498,barcelos,41.5388,-8.6151,22.08,37,0,1.43,PT,1713788210
499,hoyerswerda,51.4333,14.25,8.76,45,76,3.35,DE,1713788211
500,tadine,-21.55,167.8833,23.85,90,98,9.71,NC,1713788213
501,birao,10.2849,22.7882,40.11,17,54,2.66,CF,1713788215
502,ar ruways,24.1103,52.7306,33.04,37,3,2.47,AE,1713788032
503,sassandra,4.95,-6.0833,32.17,60,100,2.85,CI,1713788218
504,el granada,37.5027,-122.4694,15.08,88,0,2.57,US,1713788219
505,galle,6.0367,80.217,29.78,75,75,4.47,LK,1713788100
506,tondano,1.3038,124.9112,22.05,95,58,0.43,ID,1713788223
507,filingue,14.3521,3.3168,41.1,19,37,7.01,NE,1713788226
508,kuraymah,18.55,31.85,40.07,5,0,6.43,SD,1713788227
509,loa janan,-0.583,117.095,25.98,86,93,0.95,ID,1713788214
510,melenki,55.3343,41.6295,18.59,45,90,6.75,RU,1713788230
511,tual,-5.6667,132.75,29.11,77,100,3.78,ID,1713788232
512,ar ruseris,11.8659,34.3869,40.24,10,61,2.62,SD,1713788233
513,kavaratti,10.5669,72.642,30.46,71,11,2.78,IN,1713788235
514,tanaina,61.6269,-149.4281,2.2,83,0,2.06,US,1713788237
515,crane,31.3974,-102.3501,9.78,69,98,3.93,US,1713788238
516,mancio lima,-7.6142,-72.8958,25.04,100,75,1.03,BR,1713788240
517,krasnogorskoye,52.2953,86.1979,14.49,61,67,5.1,RU,1713788241
518,sanming,26.2486,117.6186,21.78,95,76,0.87,CN,1713788243
519,vrangel',42.7297,133.0839,5.12,83,95,5.77,RU,1713788244
520,la mira,18.035,-102.3266,22.41,83,40,2.3,MX,1713788246
521,lizzano,40.391,17.4476,18.05,56,40,1.54,IT,1713788248
522,ludvika,60.1496,15.1878,3.11,34,57,3.84,SE,1713788249
523,hirara,24.8,125.2833,25.85,86,100,5.61,JP,1713788042
524,kourou,5.1552,-52.6478,25.03,88,100,2.41,GF,1713788232
525,lakhimpur,27.95,80.7667,37.74,12,0,6.01,IN,1713788254
526,zouerate,22.7187,-12.4521,26.98,26,51,3.79,MR,1713788082
527,bichura,50.5881,107.6022,4.39,53,74,3.03,RU,1713788257
528,loiza,18.4313,-65.8802,28.41,92,100,0.0,PR,1713788258
529,taulaga,-11.0553,-171.0883,28.98,77,4,3.13,AS,1713788260
530,vernon,50.2581,-119.2691,4.2,87,54,1.03,CA,1713788136
531,san-pedro,4.7485,-6.6363,31.97,61,100,3.56,CI,1713788239
532,jiazi,22.8779,116.067,24.38,93,93,3.65,CN,1713788089
533,al kharijah,25.4514,30.5464,37.48,4,37,4.28,EG,1713788109
534,olyokminsk,60.3736,120.4264,-1.08,96,85,0.73,RU,1713788267
535,lashio,22.9333,97.75,29.79,27,60,1.2,MM,1713788106
536,nemuro,43.3236,145.575,2.47,92,96,5.45,JP,1713788271
537,nola,40.922,14.5329,19.24,50,43,4.07,IT,1713788272
538,fisterra,42.9049,-9.2629,21.53,50,4,5.92,ES,1713788276
539,hurricane,37.1753,-113.2899,17.0,23,1,1.63,US,1713788279
540,gbarnga,6.9956,-9.4722,30.58,58,100,0.79,LR,1713788067
541,mersa matruh,31.3525,27.2453,27.15,37,67,6.54,EG,1713788155
542,cooper's town,26.8667,-77.5167,24.49,81,44,8.24,BS,1713788285
543,vila velha,-20.3297,-40.2925,25.97,69,75,1.54,BR,1713788286
544,puerto deseado,-47.7503,-65.8938,6.78,63,0,5.95,AR,1713788288
545,nykvarn,59.8,18.3,2.68,49,99,6.87,SE,1713788298
546,tomohon,1.3346,124.8392,21.52,94,66,0.98,ID,1713788300
547,chililabombwe,-12.3648,27.8229,26.38,50,12,2.25,ZM,1713788302
548,collie,-33.3667,116.15,12.72,48,74,4.76,AU,1713788303
549,rebola,3.7167,8.8333,28.21,73,99,4.11,GQ,1713788305
550,kochubey,44.3861,46.5825,25.0,27,53,6.36,RU,1713788306
551,polyarnyy,69.1989,33.4478,-6.75,69,5,10.2,RU,1713788308
552,qiqihar,47.3408,123.9672,10.48,76,100,2.61,CN,1713788309
553,al 'aziziyah,32.9058,45.0616,33.33,13,69,9.26,IQ,1713788311
554,turkestan,43.3333,68.25,24.48,39,91,0.84,KZ,1713788176
555,celestun,20.8667,-90.4,23.63,84,1,3.47,MX,1713788315
556,ripley,53.0333,-1.4,7.45,91,100,1.2,GB,1713788316
557,ivolginsk,51.7492,107.2837,4.81,60,27,2.0,RU,1713788318
558,aden,12.7794,45.0367,29.9,72,85,5.88,YE,1713788320
559,kamwenge,0.1866,30.4539,30.74,38,55,2.05,UG,1713788321
560,manokwari,-0.8667,134.0833,27.56,78,47,2.13,ID,1713788323
561,pathalgaon,22.5667,83.4667,29.24,35,100,2.84,IN,1713788237
562,zagora,30.3484,-5.8365,23.89,26,0,2.22,MA,1713788326
563,nykoping,58.753,17.0079,1.16,60,75,6.17,SE,1713788327
564,lepsy,46.235,78.9456,25.06,21,0,7.04,KZ,1713788329
565,ndjole,-0.1783,10.7649,31.0,78,98,1.27,GA,1713788330
566,oban,56.4127,-5.4706,14.65,71,75,2.57,GB,1713788332
567,ulladulla,-35.35,150.4667,14.73,86,0,2.26,AU,1713788333
568,krasnozerskoye,53.9828,79.2374,11.39,38,6,7.8,RU,1713788335
569,ravar,31.2656,56.8055,22.52,34,88,4.04,IR,1713788337
570,kamiiso,41.8167,140.65,10.21,66,100,3.09,JP,1713788336
